0,1.00033,1
1,1.52459,0
1,1.73542,2
2,1.26331,1
2,1.37622,3
3,1.19629,2
3,1.97587,4
4,1.51232,3
4,1.53045,5
5,1.2571,4
5,1.10709,6
6,1.81549,5
6,1.90054,7
7,1.45203,6
7,1.24539,8
8,1.24741,7
8,1.18827,9
9,1.32332,8
9,1.10346,10
10,1.80737,9
10,1.53441,11
11,1.84445,10
11,1.73702,12
12,1.07833,11
12,1.53901,13
13,1.13101,12
13,1.86253,14
14,1.4646,13
14,1.47197,15
15,1.45,14
15,1.23347,16
16,1.01232,15
16,1.02303,17
17,1.99351,16
17,1.91544,18
18,1.78584,17
18,1.57082,19
19,1.76924,18
19,1.62357,20
20,1.34422,19
20,1.37563,21
21,1.26711,20
21,1.35174,22
22,1.64095,21
22,1.36378,23
23,1.05281,22
23,1.52866,24
24,1.1577,23
24,1.45382,25
25,1.32928,24
25,1.19278,26
26,1.06473,25
26,1.98653,27
27,1.54609,26
27,1.08913,28
28,1.9933,27
28,1.43373,29
29,1.70156,28
29,1.18674,30
30,1.5437,29
30,1.99543,31
31,1.18996,30
31,1.68426,32
32,1.39938,31
32,1.43897,33
33,1.74702,32
33,1.17807,34
34,1.81078,33
34,1.8061,35
35,1.09746,34
35,1.0297,36
36,1.13397,35
36,1.63744,37
37,1.38033,36
37,1.24939,38
38,1.50672,37
38,1.52116,39
39,1.10353,38
39,1.9836,40
40,1.34859,39
40,1.76833,41
41,1.26535,40
41,1.66644,42
42,1.91512,41
42,1.46638,43
43,1.44082,42
43,1.92143,44
44,1.4673,43
44,1.97723,45
45,1.32003,44
45,1.79418,46
46,1.86552,45
46,1.74264,47
47,1.5575,46
47,1.82677,48
48,1.53123,47
48,1.30739,49
49,1.34345,48
49,1.31133,50
50,1.44657,49
50,1.56677,51
51,1.65253,50
51,1.06292,52
52,1.48976,51
52,1.45624,53
53,1.0095,52
53,1.70104,54
54,1.38826,53
54,1.44689,55
55,1.93616,54
55,1.12515,56
56,1.42829,55
56,1.29252,57
57,1.41097,56
57,1.24367,58
58,1.36566,57
58,1.71024,59
59,1.93556,58
59,1.01782,60
60,1.47794,59
60,1.82159,61
61,1.5327,60
61,1.12598,62
62,1.40032,61
62,1.1288,63
63,1.81242,62
63,1.39169,64
64,1.07625,63
64,1.59763,65
65,1.33666,64
65,1.25361,66
66,1.38646,65
66,1.31407,67
67,1.61654,66
67,1.20422,68
68,1.28446,67
68,1.98912,69
69,1.19639,68
69,1.66184,70
70,1.51418,69
70,1.78456,71
71,1.12717,70
71,1.35814,72
72,1.22237,71
72,1.29881,73
73,1.1682,72
73,1.95643,74
74,1.72574,73
74,1.58931,75
75,1.51761,74
75,1.48928,76
76,1.366,75
76,1.29329,77
77,1.3898,76
77,1.40849,78
78,1.4293,77
78,1.32191,79
79,1.35266,78
79,1.10863,80
80,1.72907,79
80,1.40935,81
81,1.01014,80
81,1.3512,82
82,1.53651,81
82,1.19176,83
83,1.87029,82
83,1.91289,84
84,1.96488,83
84,1.79444,85
85,1.23315,84
85,1.50992,86
86,1.19723,85
86,1.87129,87
87,1.81234,86
87,1.98467,88
88,1.34424,87
88,1.62841,89
89,1.67459,88
89,1.89243,90
90,1.12291,89
90,1.68001,91
91,1.99661,90
91,1.97567,92
92,1.13032,91
92,1.36913,93
93,1.04043,92
93,1.54288,94
94,1.17472,93
94,1.50527,95
95,1.15611,94
95,1.79302,96
96,1.25015,95
96,1.21654,97
97,1.33758,96
97,1.74543,98
98,1.41429,97
98,1.95743,99
99,1.57503,98
99,1.45187,0
0,1.63729,99
