4067,983.2243966795428,4036
8403,221.48248989672402,694
4086,72.77355480640601,3448
8113,20.71091037359041,9686
4076,418.417530987174,3756
8267,417.6311862278781,4913
4151,42.88268657671923,1437
4010,353.0878165962913,5806
3911,691.076073841077,8881
8189,458.7991901449258,7338
8249,875.1458270914503,5472
3922,998.7504212400573,8544
8345,402.95367071352405,2498
8111,745.0338107926857,9753
8211,450.93190423106245,6663
8291,404.71500538307424,4184
8220,90.0395320929761,6381
3889,845.5388772895558,9573
3878,441.5738173222511,9920
4020,725.0812502299592,5516
4150,985.3559492857909,1491
8157,331.23630196258,8340
8268,294.00471762851464,4900
4123,80.86266520737362,2326
8158,408.24069914260184,8312
3981,935.7854015418437,6734
8167,934.9394857536237,8044
3977,601.5420520519696,6862
8342,544.6796927560955,2613
4005,917.6019869008106,5993
3987,90.48781394893479,6557
4148,133.4743045097455,1569
8116,223.65210141362624,9639
3954,325.6561592763982,7588
8255,864.0041517300741,5332
4176,491.78801137438586,704
8195,792.9539942079003,7187
3956,580.4510666484657,7533
4127,503.5417255831829,2232
8397,879.1634406378237,932
4197,467.98304593171247,69
8164,290.9930513095856,8176
8183,573.8358479672697,7588
4078,184.0867259685155,3766
8173,74.40090686166079,7892
8273,817.1670831290119,4793
8110,989.8269845941418,9858
3965,75.50273078901904,7276
3919,229.00752044140248,8703
4193,500.4042140282414,214
8413,550.9845506915093,461
4107,953.3642702947737,2884
4094,584.7799858636168,3286
8387,946.5985777706009,1274
4064,490.6303515278122,4219
3970,70.48105638556001,7139
8115,644.2995337820687,9718
3957,244.32091397930412,7540
8282,369.341019799061,4538
8357,21.380473134220313,2221
3961,100.30132125511393,7432
8231,708.2824815250774,6141
8355,825.1736152391426,2297
8359,436.5418113185999,2166
8255,693.2323057114788,5391
8397,621.8476284456763,1000
3993,478.1537747528525,6448
8292,462.2994954334978,4257
8125,238.80503405383269,9428
4145,275.25264327250363,1743
8405,176.71521728990734,749
4004,202.81983175350936,6111
4088,374.7781825939358,3508
8375,235.55795188641804,1681
8315,244.74918546756052,3552
8138,619.179590536948,9035
8243,630.357372539166,5780
4081,3.781639512737689,3733
3899,345.8173583116372,9378
4198,926.545088458426,109
4105,642.4759178079795,2993
4052,219.48537281516312,4642
4168,152.26812701749503,1046
8415,298.59922356235825,457
8315,924.3036893831302,3567
8329,656.4927568010256,3134
3938,117.97346635249717,8182
